age;d18O_VPDB;d13C_VPDB;mineralogy;group;clim_zone
426,4815441;-5,16;0,31;calcite;brachiopod;tropical/subtropical
426,4815441;-4,98;0,58;calcite;brachiopod;tropical/subtropical
426,5183125;-4,96;-0,2;calcite;brachiopod;tropical/subtropical
427,1350158;-4,48;1,99;calcite;brachiopod;tropical/subtropical
427,1350158;-4,45;1,62;calcite;brachiopod;tropical/subtropical
427,1350158;-5,24;0,97;calcite;brachiopod;tropical/subtropical
427,1350158;-5,28;1,62;calcite;brachiopod;tropical/subtropical
427,1869091;-3,55;0,69;calcite;brachiopod;tropical/subtropical
427,1869091;-5,04;2,29;calcite;brachiopod;tropical/subtropical
427,1869091;-4,91;1,86;calcite;brachiopod;tropical/subtropical
427,1869091;-5,23;1,2;calcite;brachiopod;tropical/subtropical
427,1869091;-5,76;1,69;calcite;brachiopod;tropical/subtropical
427,1869091;-5,76;1,69;calcite;brachiopod;tropical/subtropical
427,1869091;-4,32;1,54;calcite;brachiopod;tropical/subtropical
427,1869091;-5,02;0,59;calcite;brachiopod;tropical/subtropical
427,1869091;-5,47;2,45;calcite;brachiopod;tropical/subtropical
427,1869091;-4,33;2,96;calcite;brachiopod;tropical/subtropical
427,1869091;-5,16;0,81;calcite;brachiopod;tropical/subtropical
427,1869091;-5,97;0,73;calcite;brachiopod;tropical/subtropical
427,1869091;-4,85;1,21;calcite;brachiopod;tropical/subtropical
427,1869091;-4,9;1,24;calcite;brachiopod;tropical/subtropical
427,1869091;-4,45;1,28;calcite;brachiopod;tropical/subtropical
427,1869091;-5,08;1,14;calcite;brachiopod;tropical/subtropical
427,1869091;-5,81;0,67;calcite;brachiopod;tropical/subtropical
427,1869091;-4,75;1,04;calcite;brachiopod;tropical/subtropical
427,1869091;-5,1;0,98;calcite;brachiopod;tropical/subtropical
427,1869091;-5,37;1,8;calcite;brachiopod;tropical/subtropical
427,1869091;-5,37;0,37;calcite;brachiopod;tropical/subtropical
427,1869091;-5,5;0,39;calcite;brachiopod;tropical/subtropical
427,1869091;-5,25;1,25;calcite;brachiopod;tropical/subtropical
427,1869091;-4,6;0,06;calcite;brachiopod;tropical/subtropical
427,1869091;-6,56;-0,11;calcite;brachiopod;tropical/subtropical
427,1869091;-6,13;1,04;calcite;brachiopod;tropical/subtropical
427,1869091;-5,14;1,65;calcite;brachiopod;tropical/subtropical
427,1869091;-4,9;1,73;calcite;brachiopod;tropical/subtropical
427,1869091;-5,1;1,8;calcite;brachiopod;tropical/subtropical
427,1869091;-5,1;1,85;calcite;brachiopod;tropical/subtropical
427,1869091;-4,98;1,9;calcite;brachiopod;tropical/subtropical
427,1869091;-4,42;1,92;calcite;brachiopod;tropical/subtropical
427,1869091;-4,21;2,08;calcite;brachiopod;tropical/subtropical
427,1869091;-4,37;2,15;calcite;brachiopod;tropical/subtropical
427,1869091;-4,43;2,2;calcite;brachiopod;tropical/subtropical
427,1869091;-4,22;2,28;calcite;brachiopod;tropical/subtropical
427,1869091;-3,81;2,49;calcite;brachiopod;tropical/subtropical
427,1869091;-4,29;3;calcite;brachiopod;tropical/subtropical
427,4118472;-3,75;2,18;calcite;brachiopod;tropical/subtropical
427,4118472;-3,56;2,32;calcite;brachiopod;tropical/subtropical
427,4118472;-3,43;1,88;calcite;brachiopod;tropical/subtropical
427,4118472;-3,52;1,86;calcite;brachiopod;tropical/subtropical
427,4118472;-3,88;2,48;calcite;brachiopod;tropical/subtropical
427,4118472;-4,03;1,86;calcite;brachiopod;tropical/subtropical
427,4118472;-3,84;1,85;calcite;brachiopod;tropical/subtropical
427,4118472;-4,1;1,85;calcite;brachiopod;tropical/subtropical
427,4118472;-3,76;1,9;calcite;brachiopod;tropical/subtropical
427,4118472;-4,03;1,92;calcite;brachiopod;tropical/subtropical
427,4118472;-3,86;2,04;calcite;brachiopod;tropical/subtropical
427,4118472;-3,96;2,35;calcite;brachiopod;tropical/subtropical
427,4646364;-3,55;1,44;calcite;brachiopod;tropical/subtropical
427,4646364;-4,06;1,6;calcite;brachiopod;tropical/subtropical
427,779385;-4,69;1,04;calcite;brachiopod;tropical/subtropical
427,779385;-4,21;2,02;calcite;brachiopod;tropical/subtropical
427,779385;-4,22;2,13;calcite;brachiopod;tropical/subtropical
427,779385;-4,32;1,89;calcite;brachiopod;tropical/subtropical
427,779385;-4,2;1,79;calcite;brachiopod;tropical/subtropical
427,779385;-4,17;1,87;calcite;brachiopod;tropical/subtropical
427,779385;-4,24;1,38;calcite;brachiopod;tropical/subtropical
427,779385;-4,21;1,99;calcite;brachiopod;tropical/subtropical
427,779385;-4,03;1,77;calcite;brachiopod;tropical/subtropical
427,779385;-4,54;1,49;calcite;brachiopod;tropical/subtropical
427,779385;-5,21;1,62;calcite;brachiopod;tropical/subtropical
427,779385;-4,08;1,7;calcite;brachiopod;tropical/subtropical
427,779385;-5,04;2,03;calcite;brachiopod;tropical/subtropical
427,8333636;-4,02;0,48;calcite;brachiopod;tropical/subtropical
427,8333636;-3,85;2,16;calcite;brachiopod;tropical/subtropical
427,8333636;-4,46;1,7;calcite;brachiopod;tropical/subtropical
427,8333636;-4,13;1,75;calcite;brachiopod;tropical/subtropical
427,8333636;-4,25;1,56;calcite;brachiopod;tropical/subtropical
427,8333636;-3,45;1,4;calcite;brachiopod;tropical/subtropical
427,8333636;-3,76;1,49;calcite;brachiopod;tropical/subtropical
427,8333636;-3,91;1,68;calcite;brachiopod;tropical/subtropical
427,8333636;-3,98;1,71;calcite;brachiopod;tropical/subtropical
427,8333636;-3,83;1,65;calcite;brachiopod;tropical/subtropical
427,8333636;-3,85;2,01;calcite;brachiopod;tropical/subtropical
427,8333636;-3,68;1,92;calcite;brachiopod;tropical/subtropical
427,8333636;-3,51;1,6;calcite;brachiopod;tropical/subtropical
427,8333636;-3,45;1,7;calcite;brachiopod;tropical/subtropical
427,8333636;-4,09;1,41;calcite;brachiopod;tropical/subtropical
427,8333636;-5,06;-0,3;calcite;brachiopod;tropical/subtropical
427,8333636;-1,95;2,39;calcite;brachiopod;tropical/subtropical
427,8333636;-4,2;1,26;calcite;brachiopod;tropical/subtropical
427,8333636;-5,23;0,23;calcite;brachiopod;tropical/subtropical
427,8333636;-5,27;-0,06;calcite;brachiopod;tropical/subtropical
427,8333636;-5,5;0,16;calcite;brachiopod;tropical/subtropical
427,8333636;-5,65;2,24;calcite;brachiopod;tropical/subtropical
427,8333636;-4,72;2,18;calcite;brachiopod;tropical/subtropical
427,8333636;-4,81;2,38;calcite;brachiopod;tropical/subtropical
428,0562164;-3,86;1,47;calcite;brachiopod;tropical/subtropical
428,0562164;-3,92;1,96;calcite;brachiopod;tropical/subtropical
428,0562164;-4,01;1,12;calcite;brachiopod;tropical/subtropical
428,0562164;-3,79;1,89;calcite;brachiopod;tropical/subtropical
428,0562164;-3,95;1,07;calcite;brachiopod;tropical/subtropical
428,0562164;-3,83;1,53;calcite;brachiopod;tropical/subtropical
428,0562164;-3,63;1,74;calcite;brachiopod;tropical/subtropical
428,0562164;-3,68;1,49;calcite;brachiopod;tropical/subtropical
428,0562164;-3,82;1,69;calcite;brachiopod;tropical/subtropical
428,0562164;-3,83;1,75;calcite;brachiopod;tropical/subtropical
428,0562164;-3,84;1,73;calcite;brachiopod;tropical/subtropical
428,0562164;-3,78;1,91;calcite;brachiopod;tropical/subtropical
428,0562164;-4,01;1,36;calcite;brachiopod;tropical/subtropical
428,0562164;-3,8;1,63;calcite;brachiopod;tropical/subtropical
428,0562164;-4,04;1,27;calcite;brachiopod;tropical/subtropical
428,0562164;-3,96;1,18;calcite;brachiopod;tropical/subtropical
428,0562164;-4,07;1,21;calcite;brachiopod;tropical/subtropical
428,0562164;-3,89;1,59;calcite;brachiopod;tropical/subtropical
428,0562164;-3,92;1,48;calcite;brachiopod;tropical/subtropical
428,0562164;-3,85;1,58;calcite;brachiopod;tropical/subtropical
428,0562164;-3,89;1,61;calcite;brachiopod;tropical/subtropical
428,0562164;-3,63;1,36;calcite;brachiopod;tropical/subtropical
428,0562164;-4,15;1,66;calcite;brachiopod;tropical/subtropical
428,0562164;-3,87;1,69;calcite;brachiopod;tropical/subtropical
428,0562164;-4;1,67;calcite;brachiopod;tropical/subtropical
428,0562164;-4,07;1,43;calcite;brachiopod;tropical/subtropical
428,0562164;-3,97;1,84;calcite;brachiopod;tropical/subtropical
428,0562164;-4,21;1,59;calcite;brachiopod;tropical/subtropical
428,0562164;-4,04;1,52;calcite;brachiopod;tropical/subtropical
428,0562164;-3,83;1,19;calcite;brachiopod;tropical/subtropical
428,0562164;-4,28;1,26;calcite;brachiopod;tropical/subtropical
428,0562164;-4,45;0,77;calcite;brachiopod;tropical/subtropical
428,0562164;-4,15;1,52;calcite;brachiopod;tropical/subtropical
428,0562164;-4,14;1,5;calcite;brachiopod;tropical/subtropical
428,0562164;-4,16;1,7;calcite;brachiopod;tropical/subtropical
428,0562164;-3,29;1,9;calcite;brachiopod;tropical/subtropical
428,1110909;-3,51;0,83;calcite;brachiopod;tropical/subtropical
428,1110909;-3,89;1,03;calcite;brachiopod;tropical/subtropical
428,1110909;-4,11;1,28;calcite;brachiopod;tropical/subtropical
428,1110909;-3,66;1,32;calcite;brachiopod;tropical/subtropical
428,1110909;-3,66;1,33;calcite;brachiopod;tropical/subtropical
428,1110909;-4,1;1,36;calcite;brachiopod;tropical/subtropical
428,1110909;-3,65;1,38;calcite;brachiopod;tropical/subtropical
428,1110909;-3,46;1,41;calcite;brachiopod;tropical/subtropical
428,1110909;-3,4;1,42;calcite;brachiopod;tropical/subtropical
428,1110909;-3,98;1,5;calcite;brachiopod;tropical/subtropical
428,1110909;-3,65;1,56;calcite;brachiopod;tropical/subtropical
428,1110909;-3,51;1,63;calcite;brachiopod;tropical/subtropical
428,1110909;-4,41;1,86;calcite;brachiopod;tropical/subtropical
428,1110909;-4,13;1,86;calcite;brachiopod;tropical/subtropical
428,4237543;-4,25;-0,6;calcite;brachiopod;tropical/subtropical
428,4237543;-3,92;1,2;calcite;brachiopod;tropical/subtropical
428,4237543;-4,64;-0,83;calcite;brachiopod;tropical/subtropical
428,4237543;-4,48;1;calcite;brachiopod;tropical/subtropical
428,4237543;-4,11;2,38;calcite;brachiopod;tropical/subtropical
428,4237543;-3,83;2,52;calcite;brachiopod;tropical/subtropical
428,4237543;-4,41;-0,4;calcite;brachiopod;tropical/subtropical
428,4237543;-5,21;-0,21;calcite;brachiopod;tropical/subtropical
428,4237543;-5,08;-0,76;calcite;brachiopod;tropical/subtropical
428,4237543;-5,47;-0,25;calcite;brachiopod;tropical/subtropical
428,4237543;-5;0,73;calcite;brachiopod;tropical/subtropical
428,4237543;-5,17;-1,17;calcite;brachiopod;tropical/subtropical
428,4237543;-4,99;-0,74;calcite;brachiopod;tropical/subtropical
428,4237543;-5,11;-0,91;calcite;brachiopod;tropical/subtropical
428,4237543;-4,95;-0,84;calcite;brachiopod;tropical/subtropical
428,4237543;-4,5;-0,44;calcite;brachiopod;tropical/subtropical
428,4237543;-4,66;-0,59;calcite;brachiopod;tropical/subtropical
428,4237543;-5,14;-0,48;calcite;brachiopod;tropical/subtropical
428,4237543;-5,23;-0,57;calcite;brachiopod;tropical/subtropical
428,4237543;-4,8;-0,28;calcite;brachiopod;tropical/subtropical
428,4237543;-5,26;-0,97;calcite;brachiopod;tropical/subtropical
428,4237543;-4,95;-0,9;calcite;brachiopod;tropical/subtropical
428,4237543;-5,11;-0,68;calcite;brachiopod;tropical/subtropical
428,4237543;-5,11;-0,66;calcite;brachiopod;tropical/subtropical
428,4237543;-4,6;-0,62;calcite;brachiopod;tropical/subtropical
428,4237543;-4,81;-0,61;calcite;brachiopod;tropical/subtropical
428,4237543;-4,97;-0,6;calcite;brachiopod;tropical/subtropical
428,4237543;-4,67;-0,5;calcite;brachiopod;tropical/subtropical
428,4237543;-4,13;-0,47;calcite;brachiopod;tropical/subtropical
428,4237543;-5,48;-0,45;calcite;brachiopod;tropical/subtropical
428,4237543;-4,92;-0,45;calcite;brachiopod;tropical/subtropical
428,4237543;-4,94;-0,44;calcite;brachiopod;tropical/subtropical
428,4237543;-4,87;-0,42;calcite;brachiopod;tropical/subtropical
428,4237543;-4,6;-0,29;calcite;brachiopod;tropical/subtropical
428,4237543;-5,23;-0,28;calcite;brachiopod;tropical/subtropical
428,4798182;-5,27;-0,22;calcite;brachiopod;tropical/subtropical
428,4798182;-5,27;-0,18;calcite;brachiopod;tropical/subtropical
428,4798182;-4,73;-0,02;calcite;brachiopod;tropical/subtropical
429,0681235;-4,98;-1,05;calcite;brachiopod;tropical/subtropical
429,0681235;-4,65;-0,5;calcite;brachiopod;tropical/subtropical
429,0681235;-4,94;-0,57;calcite;brachiopod;tropical/subtropical
429,0681235;-4,48;-0,57;calcite;brachiopod;tropical/subtropical
429,0681235;-4,21;-0,53;calcite;brachiopod;tropical/subtropical
429,0681235;-4,9;-0,64;calcite;brachiopod;tropical/subtropical
429,0681235;-5,11;-0,65;calcite;brachiopod;tropical/subtropical
429,0681235;-5,03;-0,77;calcite;brachiopod;tropical/subtropical
429,0681235;-5;-0,37;calcite;brachiopod;tropical/subtropical
429,0681235;-4,9;-0,38;calcite;brachiopod;tropical/subtropical
429,0681235;-5,11;-0,39;calcite;brachiopod;tropical/subtropical
429,0681235;-4,71;-0,55;calcite;brachiopod;tropical/subtropical
429,0681235;-4,73;-0,21;calcite;brachiopod;tropical/subtropical
429,0681235;-5,26;-1,25;calcite;brachiopod;tropical/subtropical
429,0681235;-5,1;-0,72;calcite;brachiopod;tropical/subtropical
429,0681235;-5,29;-0,66;calcite;brachiopod;tropical/subtropical
429,0681235;-5,24;-0,42;calcite;brachiopod;tropical/subtropical
429,0681235;-5,11;-0,34;calcite;brachiopod;tropical/subtropical
429,0681235;-5,16;-0,71;calcite;brachiopod;tropical/subtropical
429,1262727;-5,06;-1,41;calcite;brachiopod;tropical/subtropical
429,1262727;-4,75;-1,41;calcite;brachiopod;tropical/subtropical
429,1262727;-5,34;-1,4;calcite;brachiopod;tropical/subtropical
429,1262727;-5,22;-1,39;calcite;brachiopod;tropical/subtropical
429,1262727;-4,97;-1,37;calcite;brachiopod;tropical/subtropical
429,1262727;-4,6;-1,34;calcite;brachiopod;tropical/subtropical
429,1262727;-5,49;-1,25;calcite;brachiopod;tropical/subtropical
429,1262727;-5,07;-1,22;calcite;brachiopod;tropical/subtropical
429,1262727;-4,65;-1,22;calcite;brachiopod;tropical/subtropical
429,1262727;-4,4;-1,2;calcite;brachiopod;tropical/subtropical
429,1262727;-4,26;-1,19;calcite;brachiopod;tropical/subtropical
429,1262727;-4,64;-1,14;calcite;brachiopod;tropical/subtropical
429,1262727;-4,44;-1,08;calcite;brachiopod;tropical/subtropical
429,1262727;-4,67;-1,04;calcite;brachiopod;tropical/subtropical
429,1262727;-4,36;-1,04;calcite;brachiopod;tropical/subtropical
429,1262727;-5,18;-1;calcite;brachiopod;tropical/subtropical
429,1262727;-4,49;-0,99;calcite;brachiopod;tropical/subtropical
429,1262727;-5,04;-0,97;calcite;brachiopod;tropical/subtropical
429,1262727;-5,05;-0,9;calcite;brachiopod;tropical/subtropical
429,1262727;-4,68;-0,9;calcite;brachiopod;tropical/subtropical
429,1262727;-5,08;-0,82;calcite;brachiopod;tropical/subtropical
429,1262727;-4,75;-0,82;calcite;brachiopod;tropical/subtropical
429,1262727;-5,08;-0,8;calcite;brachiopod;tropical/subtropical
429,1262727;-4,65;-0,74;calcite;brachiopod;tropical/subtropical
429,1262727;-5,15;-0,7;calcite;brachiopod;tropical/subtropical
429,1262727;-4,38;-0,67;calcite;brachiopod;tropical/subtropical
429,1262727;-4,95;-0,61;calcite;brachiopod;tropical/subtropical
429,1262727;-4,93;-0,58;calcite;brachiopod;tropical/subtropical
429,1262727;-4,32;-0,17;calcite;brachiopod;tropical/subtropical
429,1262727;-4,74;-0,16;calcite;brachiopod;tropical/subtropical
429,1262727;-4,92;-0,08;calcite;brachiopod;tropical/subtropical
429,1262727;-4,8;-0,04;calcite;brachiopod;tropical/subtropical
429,1262727;-5,01;0,07;calcite;brachiopod;tropical/subtropical
429,1262727;-4,75;0,1;calcite;brachiopod;tropical/subtropical
429,1262727;-4,83;0,51;calcite;brachiopod;tropical/subtropical
429,1262727;-4,63;0,52;calcite;brachiopod;tropical/subtropical
429,1262727;-4,72;0,61;calcite;brachiopod;tropical/subtropical
429,1262727;-4,99;0,62;calcite;brachiopod;tropical/subtropical
429,1262727;-4,58;0,63;calcite;brachiopod;tropical/subtropical
429,1262727;-4,69;0,7;calcite;brachiopod;tropical/subtropical
429,1262727;-4,9;0,72;calcite;brachiopod;tropical/subtropical
429,1262727;-4,45;0,88;calcite;brachiopod;tropical/subtropical
444,3;-3,27;1,1;calcite;brachiopod;tropical/subtropical
429,7124927;-4,41;-0,41;calcite;brachiopod;tropical/subtropical
429,7124927;-4,51;-0,78;calcite;brachiopod;tropical/subtropical
429,7124927;-4,71;-0,56;calcite;brachiopod;tropical/subtropical
429,7124927;-4,49;-0,54;calcite;brachiopod;tropical/subtropical
429,7124927;-4,72;-0,14;calcite;brachiopod;tropical/subtropical
429,7124927;-4,52;-0,26;calcite;brachiopod;tropical/subtropical
429,7124927;-4,97;-0,34;calcite;brachiopod;tropical/subtropical
429,7124927;-4,92;-0,13;calcite;brachiopod;tropical/subtropical
429,7124927;-4,63;-0,61;calcite;brachiopod;tropical/subtropical
444,3;-3,13;0,73;calcite;brachiopod;tropical/subtropical
430,3568619;-4,55;-0,82;calcite;brachiopod;tropical/subtropical
430,3568619;-4,39;-0,93;calcite;brachiopod;tropical/subtropical
430,3568619;-4,46;-0,81;calcite;brachiopod;tropical/subtropical
430,3568619;-4,77;-0,58;calcite;brachiopod;tropical/subtropical
430,3568619;-4,97;-0,56;calcite;brachiopod;tropical/subtropical
430,3568619;-4,62;-0,69;calcite;brachiopod;tropical/subtropical
430,3568619;-4,7;-0,45;calcite;brachiopod;tropical/subtropical
430,3568619;-4,77;-0,65;calcite;brachiopod;tropical/subtropical
430,3568619;-3,61;4,49;calcite;brachiopod;tropical/subtropical
430,3568619;-4,28;4,62;calcite;brachiopod;tropical/subtropical
430,3568619;-3,93;4,46;calcite;brachiopod;tropical/subtropical
430,3568619;-3,91;4,47;calcite;brachiopod;tropical/subtropical
430,3568619;-4,72;-0,63;calcite;brachiopod;tropical/subtropical
430,3568619;-3,94;3,22;calcite;brachiopod;tropical/subtropical
430,3568619;-3,99;3,35;calcite;brachiopod;tropical/subtropical
430,3568619;-3,86;4,75;calcite;brachiopod;tropical/subtropical
430,7431948;-4;5,33;calcite;brachiopod;tropical/subtropical
430,7431948;-4,63;5,38;calcite;brachiopod;tropical/subtropical
430,7431948;-3,75;5,26;calcite;brachiopod;tropical/subtropical
430,7431948;-5,01;5,18;calcite;brachiopod;tropical/subtropical
430,7431948;-4,86;5,07;calcite;brachiopod;tropical/subtropical
430,7431948;-4,14;5,2;calcite;brachiopod;tropical/subtropical
430,7431948;-4,85;5,37;calcite;brachiopod;tropical/subtropical
430,78285;-4,68;4,43;calcite;brachiopod;tropical/subtropical
430,78285;-4,42;4,69;calcite;brachiopod;tropical/subtropical
431,0134448;-3,99;0,34;calcite;brachiopod;tropical/subtropical
431,0134448;-3,55;4,24;calcite;brachiopod;tropical/subtropical
431,0134448;-3,57;4,42;calcite;brachiopod;tropical/subtropical
431,0134448;-3,61;4,3;calcite;brachiopod;tropical/subtropical
431,0134448;-5,24;4,36;calcite;brachiopod;tropical/subtropical
431,0134448;-5,03;4,3;calcite;brachiopod;tropical/subtropical
431,0134448;-4,75;4,37;calcite;brachiopod;tropical/subtropical
431,0134448;-5,74;4,28;calcite;brachiopod;tropical/subtropical
431,0134448;-4,63;5,3;calcite;brachiopod;tropical/subtropical
431,0134448;-4,4;4,41;calcite;brachiopod;tropical/subtropical
431,0134448;-4,38;3,8;calcite;brachiopod;tropical/subtropical
431,0134448;-5,01;3,83;calcite;brachiopod;tropical/subtropical
431,0134448;-5,66;4,04;calcite;brachiopod;tropical/subtropical
431,0134448;-4,68;4,54;calcite;brachiopod;tropical/subtropical
431,0134448;-5,21;4,63;calcite;brachiopod;tropical/subtropical
431,0134448;-4,04;5,26;calcite;brachiopod;tropical/subtropical
431,0134448;-4,82;4,89;calcite;brachiopod;tropical/subtropical
431,0134448;-4,79;4,81;calcite;brachiopod;tropical/subtropical
431,0134448;-4,6;5,04;calcite;brachiopod;tropical/subtropical
431,0134448;-4,49;5,08;calcite;brachiopod;tropical/subtropical
431,0134448;-5,03;4,47;calcite;brachiopod;tropical/subtropical
431,0134448;-4,69;3,98;calcite;brachiopod;tropical/subtropical
431,0134448;-4,64;3,95;calcite;brachiopod;tropical/subtropical
431,0134448;-4,81;4,01;calcite;brachiopod;tropical/subtropical
431,0134448;-4,73;4;calcite;brachiopod;tropical/subtropical
431,0134448;-4,91;4,44;calcite;brachiopod;tropical/subtropical
431,0134448;-5,2;4,87;calcite;brachiopod;tropical/subtropical
431,0134448;-4,69;5,15;calcite;brachiopod;tropical/subtropical
431,0134448;-5,3;5,16;calcite;brachiopod;tropical/subtropical
431,0134448;-4,5;5,16;calcite;brachiopod;tropical/subtropical
431,0531;-4,62;5,62;calcite;brachiopod;tropical/subtropical
431,0531;-4,57;3,3;calcite;brachiopod;tropical/subtropical
431,0531;-4,27;3,75;calcite;brachiopod;tropical/subtropical
431,0531;-4,58;4,27;calcite;brachiopod;tropical/subtropical
431,0531;-3,47;4,3;calcite;brachiopod;tropical/subtropical
431,0531;-4,25;4,33;calcite;brachiopod;tropical/subtropical
431,0531;-4,39;4,6;calcite;brachiopod;tropical/subtropical
431,0531;-4,8;5,11;calcite;brachiopod;tropical/subtropical
431,0531;-4,83;5,29;calcite;brachiopod;tropical/subtropical
431,3722448;-5,45;4,58;calcite;brachiopod;tropical/subtropical
431,3722448;-4,65;4,26;calcite;brachiopod;tropical/subtropical
431,3722448;-4,94;4,54;calcite;brachiopod;tropical/subtropical
431,3722448;-5,54;4,47;calcite;brachiopod;tropical/subtropical
431,6424948;-4,78;3,16;calcite;brachiopod;tropical/subtropical
431,6424948;-3,37;3,71;calcite;brachiopod;tropical/subtropical
431,6424948;-3,44;2,41;calcite;brachiopod;tropical/subtropical
431,6424948;-5,06;-1,54;calcite;brachiopod;tropical/subtropical
431,6424948;-4,01;-0,43;calcite;brachiopod;tropical/subtropical
431,6424948;-4,81;4,09;calcite;brachiopod;tropical/subtropical
431,6424948;-5,15;3,52;calcite;brachiopod;tropical/subtropical
431,6424948;-4,67;6,37;calcite;brachiopod;tropical/subtropical
431,6424948;-4,89;3,67;calcite;brachiopod;tropical/subtropical
431,6424948;-4,68;3,9;calcite;brachiopod;tropical/subtropical
431,6424948;-4;3,44;calcite;brachiopod;tropical/subtropical
431,6424948;-6,32;2,57;calcite;brachiopod;tropical/subtropical
432,2715448;-3,79;4,21;calcite;brachiopod;tropical/subtropical
432,2715448;-5,38;2,04;calcite;brachiopod;tropical/subtropical
432,2715448;-4,72;3,66;calcite;brachiopod;tropical/subtropical
432,2715448;-4,3;3,75;calcite;brachiopod;tropical/subtropical
432,2715448;-4,68;3,52;calcite;brachiopod;tropical/subtropical
432,2715448;-4,69;3,67;calcite;brachiopod;tropical/subtropical
432,2715448;-4,42;3,69;calcite;brachiopod;tropical/subtropical
432,2715448;-4,58;3,82;calcite;brachiopod;tropical/subtropical
432,2715448;-4,75;4,46;calcite;brachiopod;tropical/subtropical
432,2715448;-4,63;3,94;calcite;brachiopod;tropical/subtropical
432,2715448;-4,68;3,98;calcite;brachiopod;tropical/subtropical
432,2715448;-4,97;3,72;calcite;brachiopod;tropical/subtropical
432,2715448;-4,71;3,74;calcite;brachiopod;tropical/subtropical
432,2715448;-5,31;3,86;calcite;brachiopod;tropical/subtropical
432,2715448;-4,73;4,04;calcite;brachiopod;tropical/subtropical
432,2715448;-4,72;4,04;calcite;brachiopod;tropical/subtropical
432,2715448;-4,39;4,04;calcite;brachiopod;tropical/subtropical
432,2715448;-5,31;4,07;calcite;brachiopod;tropical/subtropical
432,2715448;-4,66;5,1;calcite;brachiopod;tropical/subtropical
432,2715448;-4,71;5,35;calcite;brachiopod;tropical/subtropical
432,3112;-5,57;1,98;calcite;brachiopod;tropical/subtropical
432,3112;-5,4;2,76;calcite;brachiopod;tropical/subtropical
432,3112;-5,34;2,94;calcite;brachiopod;tropical/subtropical
432,3112;-4,88;3,06;calcite;brachiopod;tropical/subtropical
432,3112;-5,05;3,18;calcite;brachiopod;tropical/subtropical
432,3112;-5,05;1,23;calcite;brachiopod;tropical/subtropical
432,3112;-5,05;2,06;calcite;brachiopod;tropical/subtropical
432,3112;-4,87;2,5;calcite;brachiopod;tropical/subtropical
432,3112;-5,07;2,52;calcite;brachiopod;tropical/subtropical
432,3112;-5,23;2,9;calcite;brachiopod;tropical/subtropical
432,3112;-4,57;2,95;calcite;brachiopod;tropical/subtropical
432,3112;-4,13;3,11;calcite;brachiopod;tropical/subtropical
432,3112;-5,43;3,15;calcite;brachiopod;tropical/subtropical
432,3112;-5,16;3,18;calcite;brachiopod;tropical/subtropical
432,3112;-4,52;3,45;calcite;brachiopod;tropical/subtropical
432,3112;-4,65;3,57;calcite;brachiopod;tropical/subtropical
432,3112;-4,8;3,79;calcite;brachiopod;tropical/subtropical
432,3112;-4,88;3,87;calcite;brachiopod;tropical/subtropical
432,3112;-4,3;3,88;calcite;brachiopod;tropical/subtropical
432,67;-5,91;1,45;calcite;brachiopod;tropical/subtropical
432,67;-5,42;1,72;calcite;brachiopod;tropical/subtropical
432,67;-6,11;1,83;calcite;brachiopod;tropical/subtropical
432,67;-6,01;1,93;calcite;brachiopod;tropical/subtropical
432,67;-5,84;2,01;calcite;brachiopod;tropical/subtropical
432,67;-5,67;2,07;calcite;brachiopod;tropical/subtropical
432,67;-5,5;2,1;calcite;brachiopod;tropical/subtropical
432,67;-5,3;2,57;calcite;brachiopod;tropical/subtropical
432,67;-5,28;2,68;calcite;brachiopod;tropical/subtropical
432,67;-5,32;2,84;calcite;brachiopod;tropical/subtropical
432,67;-5,12;2,94;calcite;brachiopod;tropical/subtropical
432,67;-4,99;1,65;calcite;brachiopod;tropical/subtropical
432,67;-5,21;1,67;calcite;brachiopod;tropical/subtropical
432,67;-5,32;2;calcite;brachiopod;tropical/subtropical
432,67;-5,15;2,6;calcite;brachiopod;tropical/subtropical
432,8442448;-5,74;1,98;calcite;brachiopod;tropical/subtropical
432,8442448;-5,46;1,97;calcite;brachiopod;tropical/subtropical
432,8442448;-5,32;2,14;calcite;brachiopod;tropical/subtropical
432,8442448;-5,43;1,71;calcite;brachiopod;tropical/subtropical
432,8442448;-5,35;1,62;calcite;brachiopod;tropical/subtropical
432,8442448;-5,38;1,91;calcite;brachiopod;tropical/subtropical
432,8442448;-5,72;2,06;calcite;brachiopod;tropical/subtropical
432,8442448;-5,5;1,63;calcite;brachiopod;tropical/subtropical
432,8442448;-5,15;1,86;calcite;brachiopod;tropical/subtropical
432,8442448;-5,53;1,73;calcite;brachiopod;tropical/subtropical
432,8442448;-5,38;1,73;calcite;brachiopod;tropical/subtropical
432,8442448;-5,36;1,77;calcite;brachiopod;tropical/subtropical
432,8442448;-5,61;1,79;calcite;brachiopod;tropical/subtropical
432,8442448;-5,28;1,79;calcite;brachiopod;tropical/subtropical
432,8442448;-5,57;1,8;calcite;brachiopod;tropical/subtropical
432,8442448;-5,51;1,84;calcite;brachiopod;tropical/subtropical
432,8442448;-5,38;1,86;calcite;brachiopod;tropical/subtropical
432,8442448;-5,58;1,87;calcite;brachiopod;tropical/subtropical
432,8442448;-5,29;1,89;calcite;brachiopod;tropical/subtropical
432,8442448;-5,53;1,9;calcite;brachiopod;tropical/subtropical
